instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day,weather_category
13273,2012-07-12,3,1,7,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44,5.0,Morning,Clear/Partly Cloudy
13274,2012-07-12,3,1,7,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178,6.0,Morning,Clear/Partly Cloudy
13275,2012-07-12,3,1,7,0,4,1,1,0.64,0.6061,0.73,0.1343,32,480,512,7.0,Morning,Clear/Partly Cloudy
13276,2012-07-12,3,1,7,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702,8.0,Morning,Clear/Partly Cloudy
13277,2012-07-12,3,1,7,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327,9.0,Morning,Clear/Partly Cloudy
13278,2012-07-12,3,1,7,0,4,1,1,0.74,0.6667,0.48,0.1642,69,145,214,10.0,Morning,Clear/Partly Cloudy
13279,2012-07-12,3,1,7,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215,11.0,Morning,Clear/Partly Cloudy
13280,2012-07-12,3,1,7,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,292,12.0,Afternoon,Clear/Partly Cloudy
13281,2012-07-12,3,1,7,0,4,1,1,0.8,0.697,0.33,0.2239,52,225,277,13.0,Afternoon,Clear/Partly Cloudy
13282,2012-07-12,3,1,7,0,4,1,1,0.78,0.6818,0.33,0.2239,42,167,209,14.0,Afternoon,Clear/Partly Cloudy
13283,2012-07-12,3,1,7,0,4,1,1,0.8,0.7121,0.36,0.194,63,208,271,15.0,Afternoon,Clear/Partly Cloudy
13284,2012-07-12,3,1,7,0,4,1,1,0.8,0.7121,0.36,0.194,69,370,439,16.0,Afternoon,Clear/Partly Cloudy
13285,2012-07-12,3,1,7,0,4,1,1,0.76,0.6818,0.43,0.2239,91,704,795,17.0,Afternoon,Clear/Partly Cloudy
13286,2012-07-12,3,1,7,0,4,1,1,0.76,0.6818,0.45,0.1343,86,739,825,18.0,Evening,Clear/Partly Cloudy
13287,2012-07-12,3,1,7,0,4,1,1,0.74,0.6667,0.48,0.2239,97,532,629,19.0,Evening,Clear/Partly Cloudy
13288,2012-07-12,3,1,7,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514,20.0,Evening,Clear/Partly Cloudy
13289,2012-07-12,3,1,7,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373,21.0,Evening,Clear/Partly Cloudy
13290,2012-07-12,3,1,7,0,4,1,1,0.72,0.6667,0.51,0.1642,56,262,318,22.0,Night,Clear/Partly Cloudy
13291,2012-07-12,3,1,7,0,4,1,2,0.7,0.6515,0.51,0.2239,33,178,211,23.0,Night,Mist/Cloudy
13292,2012-07-13,3,1,7,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95,0.0,Night,Mist/Cloudy
13293,2012-07-13,3,1,7,0,5,1,2,0.68,0.6364,0.54,0.1045,17,42,59,1.0,Night,Mist/Cloudy
13294,2012-07-13,3,1,7,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17,2.0,Night,Mist/Cloudy
13295,2012-07-13,3,1,7,0,5,1,2,0.68,0.6364,0.61,0.0,2,7,9,3.0,Night,Mist/Cloudy
13296,2012-07-13,3,1,7,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11,4.0,Night,Mist/Cloudy
13297,2012-07-13,3,1,7,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34,5.0,Morning,Mist/Cloudy
13298,2012-07-13,3,1,7,0,5,1,2,0.7,0.6515,0.54,0.0,7,120,127,6.0,Morning,Mist/Cloudy
13299,2012-07-13,3,1,7,0,5,1,2,0.7,0.6515,0.54,0.0,27,353,380,7.0,Morning,Mist/Cloudy
13300,2012-07-13,3,1,7,0,5,1,2,0.7,0.6515,0.54,0.0,53,660,713,8.0,Morning,Mist/Cloudy
13301,2012-07-13,3,1,7,0,5,1,2,0.72,0.6667,0.51,0.0,70,344,414,9.0,Morning,Mist/Cloudy
13302,2012-07-13,3,1,7,0,5,1,2,0.74,0.6667,0.48,0.0,78,190,268,10.0,Morning,Mist/Cloudy
13303,2012-07-13,3,1,7,0,5,1,2,0.76,0.6818,0.45,0.1343,68,220,288,11.0,Morning,Mist/Cloudy
13304,2012-07-13,3,1,7,0,5,1,2,0.76,0.6818,0.4,0.1045,125,254,379,12.0,Afternoon,Mist/Cloudy
13305,2012-07-13,3,1,7,0,5,1,2,0.8,0.7121,0.38,0.1343,100,274,374,13.0,Afternoon,Mist/Cloudy
13306,2012-07-13,3,1,7,0,5,1,2,0.8,0.7121,0.38,0.0,120,249,369,14.0,Afternoon,Mist/Cloudy
13307,2012-07-13,3,1,7,0,5,1,2,0.8,0.7121,0.36,0.1045,92,261,353,15.0,Afternoon,Mist/Cloudy
13308,2012-07-13,3,1,7,0,5,1,2,0.8,0.7121,0.36,0.2239,111,381,492,16.0,Afternoon,Mist/Cloudy
13309,2012-07-13,3,1,7,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835,17.0,Afternoon,Mist/Cloudy
13310,2012-07-13,3,1,7,0,5,1,1,0.78,0.697,0.46,0.194,108,523,631,18.0,Evening,Clear/Partly Cloudy
13311,2012-07-13,3,1,7,0,5,1,1,0.74,0.6667,0.51,0.1642,103,385,488,19.0,Evening,Clear/Partly Cloudy
13312,2012-07-13,3,1,7,0,5,1,1,0.74,0.6667,0.48,0.1343,95,294,389,20.0,Evening,Clear/Partly Cloudy
13313,2012-07-13,3,1,7,0,5,1,1,0.72,0.6667,0.54,0.0,76,223,299,21.0,Evening,Clear/Partly Cloudy
13314,2012-07-13,3,1,7,0,5,1,1,0.74,0.6667,0.45,0.0,59,204,263,22.0,Night,Clear/Partly Cloudy
13315,2012-07-13,3,1,7,0,5,1,2,0.72,0.6515,0.45,0.1343,37,175,212,23.0,Night,Mist/Cloudy
13316,2012-07-14,3,1,7,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191,0.0,Night,Mist/Cloudy
13317,2012-07-14,3,1,7,0,6,0,2,0.7,0.6515,0.51,0.1045,13,105,118,1.0,Night,Mist/Cloudy
13318,2012-07-14,3,1,7,0,6,0,2,0.7,0.6515,0.54,0.1045,10,91,101,2.0,Night,Mist/Cloudy
13319,2012-07-14,3,1,7,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40,3.0,Night,Mist/Cloudy
13320,2012-07-14,3,1,7,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9,4.0,Night,Light Rain/Snow
13321,2012-07-14,3,1,7,0,6,0,2,0.64,0.6061,0.73,0.1045,0,5,5,5.0,Morning,Mist/Cloudy
13322,2012-07-14,3,1,7,0,6,0,2,0.64,0.5909,0.78,0.0896,6,29,35,6.0,Morning,Mist/Cloudy
13323,2012-07-14,3,1,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48,7.0,Morning,Clear/Partly Cloudy
13324,2012-07-14,3,1,7,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151,8.0,Morning,Clear/Partly Cloudy
13325,2012-07-14,3,1,7,0,6,0,1,0.66,0.6212,0.74,0.194,82,200,282,9.0,Morning,Clear/Partly Cloudy
13326,2012-07-14,3,1,7,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401,10.0,Morning,Mist/Cloudy
13327,2012-07-14,3,1,7,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439,11.0,Morning,Mist/Cloudy
13328,2012-07-14,3,1,7,0,6,0,2,0.74,0.697,0.66,0.0896,181,318,499,12.0,Afternoon,Mist/Cloudy
13329,2012-07-14,3,1,7,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591,13.0,Afternoon,Mist/Cloudy
13330,2012-07-14,3,1,7,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632,14.0,Afternoon,Clear/Partly Cloudy
13331,2012-07-14,3,1,7,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560,15.0,Afternoon,Clear/Partly Cloudy
13332,2012-07-14,3,1,7,0,6,0,2,0.72,0.697,0.79,0.3582,226,340,566,16.0,Afternoon,Mist/Cloudy
13333,2012-07-14,3,1,7,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458,17.0,Afternoon,Light Rain/Snow
13334,2012-07-14,3,1,7,0,6,0,1,0.72,0.697,0.79,0.1343,108,243,351,18.0,Evening,Clear/Partly Cloudy
13335,2012-07-14,3,1,7,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431,19.0,Evening,Clear/Partly Cloudy
13336,2012-07-14,3,1,7,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356,20.0,Evening,Clear/Partly Cloudy
13337,2012-07-14,3,1,7,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269,21.0,Evening,Clear/Partly Cloudy
13338,2012-07-14,3,1,7,0,6,0,1,0.7,0.6667,0.79,0.194,65,160,225,22.0,Night,Clear/Partly Cloudy
13339,2012-07-14,3,1,7,0,6,0,2,0.68,0.6364,0.83,0.0896,55,156,211,23.0,Night,Mist/Cloudy
13340,2012-07-15,3,1,7,0,0,0,1,0.68,0.6364,0.89,0.1642,40,147,187,0.0,Night,Clear/Partly Cloudy
13341,2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1343,49,119,168,1.0,Night,Mist/Cloudy
13342,2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115,2.0,Night,Mist/Cloudy
13343,2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57,3.0,Night,Mist/Cloudy
13344,2012-07-15,3,1,7,0,0,0,2,0.68,0.6364,0.89,0.1045,8,11,19,4.0,Night,Mist/Cloudy
13345,2012-07-15,3,1,7,0,0,0,1,0.68,0.6364,0.89,0.1343,2,7,9,5.0,Morning,Clear/Partly Cloudy
13346,2012-07-15,3,1,7,0,0,0,1,0.68,0.6364,0.83,0.1343,6,9,15,6.0,Morning,Clear/Partly Cloudy
13347,2012-07-15,3,1,7,0,0,0,1,0.7,0.6667,0.79,0.0896,17,30,47,7.0,Morning,Clear/Partly Cloudy
13348,2012-07-15,3,1,7,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133,8.0,Morning,Mist/Cloudy
13349,2012-07-15,3,1,7,0,0,0,2,0.72,0.697,0.79,0.0,58,163,221,9.0,Morning,Mist/Cloudy
13350,2012-07-15,3,1,7,0,0,0,1,0.76,0.7273,0.66,0.1343,141,241,382,10.0,Morning,Clear/Partly Cloudy
13351,2012-07-15,3,1,7,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451,11.0,Morning,Clear/Partly Cloudy
13352,2012-07-15,3,1,7,0,0,0,1,0.84,0.7727,0.47,0.1045,153,336,489,12.0,Afternoon,Clear/Partly Cloudy
13353,2012-07-15,3,1,7,0,0,0,1,0.86,0.7879,0.41,0.1045,171,309,480,13.0,Afternoon,Clear/Partly Cloudy
13354,2012-07-15,3,1,7,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476,14.0,Afternoon,Clear/Partly Cloudy
13355,2012-07-15,3,1,7,0,0,0,1,0.86,0.803,0.47,0.1343,182,307,489,15.0,Afternoon,Clear/Partly Cloudy
13356,2012-07-15,3,1,7,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495,16.0,Afternoon,Clear/Partly Cloudy
13357,2012-07-15,3,1,7,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436,17.0,Afternoon,Clear/Partly Cloudy
13358,2012-07-15,3,1,7,0,0,0,3,0.72,0.697,0.79,0.3582,84,228,312,18.0,Evening,Light Rain/Snow
13359,2012-07-15,3,1,7,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312,19.0,Evening,Clear/Partly Cloudy
13360,2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.79,0.2537,95,199,294,20.0,Evening,Clear/Partly Cloudy
13361,2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.79,0.0896,59,164,223,21.0,Evening,Clear/Partly Cloudy
13362,2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.74,0.1045,34,96,130,22.0,Night,Clear/Partly Cloudy
13363,2012-07-15,3,1,7,0,0,0,1,0.72,0.697,0.79,0.1343,25,66,91,23.0,Night,Clear/Partly Cloudy
13364,2012-07-16,3,1,7,0,1,1,3,0.72,0.697,0.79,0.1045,11,32,43,0.0,Night,Light Rain/Snow
13365,2012-07-16,3,1,7,0,1,1,2,0.7,0.6667,0.74,0.194,1,10,11,1.0,Night,Mist/Cloudy
13366,2012-07-16,3,1,7,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15,2.0,Night,Clear/Partly Cloudy
13367,2012-07-16,3,1,7,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6,3.0,Night,Clear/Partly Cloudy
13368,2012-07-16,3,1,7,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12,4.0,Night,Clear/Partly Cloudy
13369,2012-07-16,3,1,7,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50,5.0,Morning,Clear/Partly Cloudy
13370,2012-07-16,3,1,7,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140,6.0,Morning,Clear/Partly Cloudy
13371,2012-07-16,3,1,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483,7.0,Morning,Clear/Partly Cloudy
13372,2012-07-16,3,1,7,0,1,1,1,0.74,0.697,0.66,0.1045,48,619,667,8.0,Morning,Clear/Partly Cloudy
13373,2012-07-16,3,1,7,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348,9.0,Morning,Clear/Partly Cloudy
13374,2012-07-16,3,1,7,0,1,1,1,0.8,0.7727,0.59,0.0,69,117,186,10.0,Morning,Clear/Partly Cloudy
13375,2012-07-16,3,1,7,0,1,1,1,0.84,0.803,0.53,0.2239,57,125,182,11.0,Morning,Clear/Partly Cloudy
13376,2012-07-16,3,1,7,0,1,1,1,0.84,0.7879,0.49,0.1343,79,158,237,12.0,Afternoon,Clear/Partly Cloudy
13377,2012-07-16,3,1,7,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239,13.0,Afternoon,Clear/Partly Cloudy
13378,2012-07-16,3,1,7,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212,14.0,Afternoon,Clear/Partly Cloudy
13379,2012-07-16,3,1,7,0,1,1,1,0.86,0.803,0.47,0.2537,61,176,237,15.0,Afternoon,Clear/Partly Cloudy
13380,2012-07-16,3,1,7,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386,16.0,Afternoon,Light Rain/Snow
13381,2012-07-16,3,1,7,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755,17.0,Afternoon,Light Rain/Snow
13382,2012-07-16,3,1,7,0,1,1,1,0.84,0.803,0.53,0.0,97,697,794,18.0,Evening,Clear/Partly Cloudy
13383,2012-07-16,3,1,7,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595,19.0,Evening,Clear/Partly Cloudy
13384,2012-07-16,3,1,7,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454,20.0,Evening,Clear/Partly Cloudy
13385,2012-07-16,3,1,7,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328,21.0,Evening,Clear/Partly Cloudy
13386,2012-07-16,3,1,7,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284,22.0,Night,Clear/Partly Cloudy
13387,2012-07-16,3,1,7,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166,23.0,Night,Clear/Partly Cloudy
13388,2012-07-17,3,1,7,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53,0.0,Night,Clear/Partly Cloudy
13389,2012-07-17,3,1,7,0,2,1,1,0.74,0.697,0.7,0.0,4,21,25,1.0,Night,Clear/Partly Cloudy
13390,2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.7,0.0896,1,6,7,2.0,Night,Clear/Partly Cloudy
13391,2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.66,0.0,0,3,3,3.0,Night,Clear/Partly Cloudy
13392,2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.62,0.0,0,7,7,4.0,Night,Clear/Partly Cloudy
13393,2012-07-17,3,1,7,0,2,1,1,0.68,0.6364,0.74,0.0896,7,31,38,5.0,Morning,Clear/Partly Cloudy
13394,2012-07-17,3,1,7,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213,6.0,Morning,Clear/Partly Cloudy
13395,2012-07-17,3,1,7,0,2,1,2,0.74,0.697,0.7,0.0,26,500,526,7.0,Morning,Mist/Cloudy
13396,2012-07-17,3,1,7,0,2,1,2,0.8,0.7576,0.55,0.0,43,618,661,8.0,Morning,Mist/Cloudy
13397,2012-07-17,3,1,7,0,2,1,2,0.82,0.7727,0.49,0.2239,32,288,320,9.0,Morning,Mist/Cloudy
13398,2012-07-17,3,1,7,0,2,1,2,0.84,0.7879,0.49,0.194,37,122,159,10.0,Morning,Mist/Cloudy
13399,2012-07-17,3,1,7,0,2,1,2,0.86,0.803,0.47,0.0,60,146,206,11.0,Morning,Mist/Cloudy
13400,2012-07-17,3,1,7,0,2,1,2,0.9,0.8182,0.35,0.0,80,174,254,12.0,Afternoon,Mist/Cloudy
13401,2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.31,0.194,53,168,221,13.0,Afternoon,Clear/Partly Cloudy
13402,2012-07-17,3,1,7,0,2,1,1,0.94,0.8333,0.29,0.2537,54,160,214,14.0,Afternoon,Clear/Partly Cloudy
13403,2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.31,0.1642,57,187,244,15.0,Afternoon,Clear/Partly Cloudy
13404,2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.29,0.1642,64,317,381,16.0,Afternoon,Clear/Partly Cloudy
13405,2012-07-17,3,1,7,0,2,1,1,0.92,0.8182,0.29,0.0,95,675,770,17.0,Afternoon,Clear/Partly Cloudy
13406,2012-07-17,3,1,7,0,2,1,1,0.9,0.803,0.33,0.194,60,712,772,18.0,Evening,Clear/Partly Cloudy
13407,2012-07-17,3,1,7,0,2,1,1,0.88,0.7879,0.35,0.2537,69,478,547,19.0,Evening,Clear/Partly Cloudy
13408,2012-07-17,3,1,7,0,2,1,1,0.86,0.7576,0.34,0.1642,52,375,427,20.0,Evening,Clear/Partly Cloudy
13409,2012-07-17,3,1,7,0,2,1,1,0.82,0.7727,0.52,0.1343,50,283,333,21.0,Evening,Clear/Partly Cloudy
13410,2012-07-17,3,1,7,0,2,1,1,0.8,0.7576,0.55,0.2239,29,215,244,22.0,Night,Clear/Partly Cloudy
13411,2012-07-17,3,1,7,0,2,1,1,0.78,0.7424,0.59,0.194,22,139,161,23.0,Night,Clear/Partly Cloudy
13412,2012-07-18,3,1,7,0,3,1,1,0.76,0.7273,0.66,0.1642,8,45,53,0.0,Night,Clear/Partly Cloudy
13413,2012-07-18,3,1,7,0,3,1,1,0.76,0.7273,0.66,0.1045,2,14,16,1.0,Night,Clear/Partly Cloudy
13414,2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.1343,3,5,8,2.0,Night,Clear/Partly Cloudy
13415,2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.1343,2,2,4,3.0,Night,Clear/Partly Cloudy
13416,2012-07-18,3,1,7,0,3,1,1,0.72,0.6818,0.7,0.1343,0,6,6,4.0,Night,Clear/Partly Cloudy
13417,2012-07-18,3,1,7,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41,46,5.0,Morning,Clear/Partly Cloudy
13418,2012-07-18,3,1,7,0,3,1,1,0.72,0.6818,0.7,0.1642,10,152,162,6.0,Morning,Clear/Partly Cloudy
13419,2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.1642,23,472,495,7.0,Morning,Clear/Partly Cloudy
13420,2012-07-18,3,1,7,0,3,1,1,0.78,0.7424,0.62,0.1045,55,624,679,8.0,Morning,Clear/Partly Cloudy
13421,2012-07-18,3,1,7,0,3,1,1,0.82,0.7879,0.56,0.0,44,253,297,9.0,Morning,Clear/Partly Cloudy
13422,2012-07-18,3,1,7,0,3,1,1,0.9,0.8485,0.42,0.194,39,99,138,10.0,Morning,Clear/Partly Cloudy
13423,2012-07-18,3,1,7,0,3,1,1,0.9,0.8485,0.42,0.0,47,136,183,11.0,Morning,Clear/Partly Cloudy
13424,2012-07-18,3,1,7,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,202,12.0,Afternoon,Clear/Partly Cloudy
13425,2012-07-18,3,1,7,0,3,1,1,0.94,0.8485,0.33,0.0,49,154,203,13.0,Afternoon,Clear/Partly Cloudy
13426,2012-07-18,3,1,7,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170,14.0,Afternoon,Clear/Partly Cloudy
13427,2012-07-18,3,1,7,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,194,15.0,Afternoon,Light Rain/Snow
13428,2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.66,0.2537,34,190,224,16.0,Afternoon,Clear/Partly Cloudy
13429,2012-07-18,3,1,7,0,3,1,1,0.74,0.697,0.7,0.2537,35,335,370,17.0,Afternoon,Clear/Partly Cloudy
13430,2012-07-18,3,1,7,0,3,1,2,0.76,0.7121,0.62,0.1343,63,580,643,18.0,Evening,Mist/Cloudy
13431,2012-07-18,3,1,7,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,516,19.0,Evening,Mist/Cloudy
13432,2012-07-18,3,1,7,0,3,1,1,0.74,0.6818,0.62,0.0896,56,310,366,20.0,Evening,Clear/Partly Cloudy
13433,2012-07-18,3,1,7,0,3,1,1,0.76,0.7121,0.62,0.0,53,266,319,21.0,Evening,Clear/Partly Cloudy
13434,2012-07-18,3,1,7,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,288,22.0,Night,Clear/Partly Cloudy
13435,2012-07-18,3,1,7,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131,23.0,Night,Clear/Partly Cloudy
13436,2012-07-19,3,1,7,0,4,1,1,0.74,0.697,0.66,0.0896,16,50,66,0.0,Night,Clear/Partly Cloudy
13437,2012-07-19,3,1,7,0,4,1,1,0.74,0.697,0.66,0.0896,6,19,25,1.0,Night,Clear/Partly Cloudy
13438,2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.7,0.194,0,7,7,2.0,Night,Clear/Partly Cloudy
13439,2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5,3.0,Night,Clear/Partly Cloudy
13440,2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.7,0.1045,0,8,8,4.0,Night,Clear/Partly Cloudy
13441,2012-07-19,3,1,7,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,40,5.0,Morning,Mist/Cloudy
13442,2012-07-19,3,1,7,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,152,6.0,Morning,Clear/Partly Cloudy
13443,2012-07-19,3,1,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473,7.0,Morning,Clear/Partly Cloudy
13444,2012-07-19,3,1,7,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657,8.0,Morning,Clear/Partly Cloudy
13445,2012-07-19,3,1,7,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,318,9.0,Morning,Mist/Cloudy
13446,2012-07-19,3,1,7,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,198,10.0,Morning,Clear/Partly Cloudy
13447,2012-07-19,3,1,7,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,216,11.0,Morning,Clear/Partly Cloudy
13448,2012-07-19,3,1,7,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274,12.0,Afternoon,Clear/Partly Cloudy
13449,2012-07-19,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254,13.0,Afternoon,Clear/Partly Cloudy
13450,2012-07-19,3,1,7,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197,14.0,Afternoon,Clear/Partly Cloudy
13451,2012-07-19,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,292,15.0,Afternoon,Clear/Partly Cloudy
13452,2012-07-19,3,1,7,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358,16.0,Afternoon,Clear/Partly Cloudy
13453,2012-07-19,3,1,7,0,4,1,1,0.86,0.7879,0.41,0.0,93,678,771,17.0,Afternoon,Clear/Partly Cloudy
13454,2012-07-19,3,1,7,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,777,18.0,Evening,Clear/Partly Cloudy
13455,2012-07-19,3,1,7,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,533,19.0,Evening,Clear/Partly Cloudy
13456,2012-07-19,3,1,7,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,505,20.0,Evening,Clear/Partly Cloudy
13457,2012-07-19,3,1,7,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332,21.0,Evening,Light Rain/Snow
13458,2012-07-19,3,1,7,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68,22.0,Night,Light Rain/Snow
13459,2012-07-19,3,1,7,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,65,23.0,Night,Light Rain/Snow
13460,2012-07-20,3,1,7,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34,0.0,Night,Light Rain/Snow
13461,2012-07-20,3,1,7,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,11,1.0,Night,Clear/Partly Cloudy
13462,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,19,2.0,Night,Mist/Cloudy
13463,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36,3.0,Night,Mist/Cloudy
13464,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,9,4.0,Night,Mist/Cloudy
13465,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,42,5.0,Morning,Mist/Cloudy
13466,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,126,6.0,Morning,Mist/Cloudy
13467,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.194,14,346,360,7.0,Morning,Mist/Cloudy
13468,2012-07-20,3,1,7,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691,8.0,Morning,Mist/Cloudy
13469,2012-07-20,3,1,7,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373,9.0,Morning,Mist/Cloudy
13470,2012-07-20,3,1,7,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,233,10.0,Morning,Mist/Cloudy
13471,2012-07-20,3,1,7,0,5,1,3,0.72,0.697,0.74,0.194,51,161,212,11.0,Morning,Light Rain/Snow
13472,2012-07-20,3,1,7,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274,12.0,Afternoon,Light Rain/Snow
13473,2012-07-20,3,1,7,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,156,13.0,Afternoon,Light Rain/Snow
13474,2012-07-20,3,1,7,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,229,14.0,Afternoon,Light Rain/Snow
13475,2012-07-20,3,1,7,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,216,15.0,Afternoon,Mist/Cloudy
13476,2012-07-20,3,1,7,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436,16.0,Afternoon,Mist/Cloudy
13477,2012-07-20,3,1,7,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,715,17.0,Afternoon,Mist/Cloudy
